,Left Hand Side,Right Hand Side,Support,Confidence,Lifts
101,butter,white bread,0.002565418163160595,0.28571428571428575,3.2188274153592076
102,spices,whole milk,0.002052334530528476,0.2051282051282051,3.099185052673424
103,citrus fruit,hygiene articles,0.002052334530528476,0.17391304347826086,3.3231031543052003
104,butter milk,ice cream,0.002052334530528476,0.18181818181818182,3.2214876033057855
105,hamburger meat,butter milk,0.0028219599794766545,0.20754716981132074,3.1977030352748153
106,pork,meat,0.002565418163160595,0.3125,4.91179435483871
107,soft cheese,shopping bags,0.002052334530528476,0.05442176870748299,3.5955263461316727
108,cake bar,frankfurter,0.002308876346844536,0.10112359550561797,3.3981015110422317
109,cake bar,frankfurter,0.002565418163160595,0.11235955056179775,3.3180115764385425
110,root vegetables,canned beer,0.002308876346844536,0.6000000000000001,3.6316770186335408
111,canned beer,hard cheese,0.002052334530528476,0.17021276595744678,3.189852700490998
112,dessert,onions,0.002052334530528476,0.34782608695652173,4.565070999853608
113,flour,tropical fruit,0.002052334530528476,0.056338028169014086,3.4858037111558238
114,semi-finished bread,tropical fruit,0.002565418163160595,0.07092198581560283,4.388157154114601
115,canned vegetables,tropical fruit,0.0028219599794766545,0.13749999999999998,3.248333333333333
116,sugar,canned beer,0.004104669061056952,0.062256809338521395,3.235693904020752
117,cream cheese,ice cream,0.002565418163160595,0.17857142857142858,3.1639610389610393
118,dishes,onions,0.002052334530528476,0.06015037593984962,3.7216851652941876
119,canned beer,ice cream,0.002308876346844536,0.19148936170212766,3.39284332688588
120,pickled vegetables,canned beer,0.002565418163160595,0.07692307692307693,3.1562753036437248
121,canned beer,ice cream,0.002052334530528476,0.1951219512195122,3.457206208425721
122,long life bakery product,onions,0.0028219599794766545,0.2444444444444444,3.208230452674897
123,red/blush wine,canned beer,0.002308876346844536,0.05806451612903226,4.191397849462366
124,semi-finished bread,canned beer,0.002308876346844536,0.5,3.0263975155279503
125,pasta,pastry,0.002052334530528476,0.5714285714285714,3.218827415359207
126,turkey,shopping bags,0.002052334530528476,0.10256410256410255,3.0518692503425324
127,canned beer,white bread,0.002308876346844536,0.2727272727272727,3.072517078297425
128,specialty bar,sugar,0.002308876346844536,0.225,3.412645914396887
129,specialty cheese,whipped/sour cream,0.002052334530528476,0.11267605633802817,3.992829705505762
130,waffles,specialty chocolate,0.002052334530528476,0.18604651162790697,3.1807425540595675
131,canned fish,hamburger meat,0.002052334530528476,0.06956521739130435,5.116324856439705
132,canned fish,oil,0.002052334530528476,0.17021276595744678,3.0575546622217855
133,canned fish,pip fruit,0.002052334530528476,0.06956521739130435,7.975447570332481
134,canned fish,shopping bags,0.002308876346844536,0.0782608695652174,3.0204046491605685
135,canned fruit,soda,0.002565418163160595,0.47619047619047616,3.835104289649744
136,canned vegetables,whole milk,0.002052334530528476,0.09999999999999999,3.977551020408163
137,cat food,curd,0.002308876346844536,0.05263157894736842,3.3089983022071303
138,cat food,newspapers,0.0028219599794766545,0.06432748538011696,3.8576698155645524
139,cat food,pork,0.0028219599794766545,0.06432748538011696,3.4349114796122726
140,root vegetables,grapes,0.002052334530528476,0.18604651162790697,3.3888285155400997
141,cat food,whipped/sour cream,0.002308876346844536,0.05263157894736842,4.022703818369453
142,pickled vegetables,cat food,0.002052334530528476,0.13793103448275862,3.144182294817503
143,whipped/sour cream,white bread,0.002308876346844536,0.30000000000000004,3.379768786127168
144,chewing gum,coffee,0.0048742945100051305,0.10919540229885057,3.0187494905029753
145,chewing gum,domestic eggs,0.002052334530528476,0.47058823529411764,3.534398730590502
146,chewing gum,ham,0.002052334530528476,0.31999999999999995,5.050040485829959
147,chewing gum,whipped/sour cream,0.002308876346844536,0.05172413793103449,4.114707952146376
148,chewing gum,salty snack,0.002565418163160595,0.20833333333333331,3.007716049382716
149,chicken,waffles,0.002565418163160595,0.2702702702702703,3.916407113433136
150,chicken,white bread,0.002565418163160595,0.2702702702702703,3.0448367442587094
151,dessert,fruit/vegetable juice,0.0028219599794766545,0.3928571428571428,3.1444705192138453
152,detergent,shopping bags,0.002052334530528476,0.06299212598425195,3.188874118007975
153,red/blush wine,chicken,0.002052334530528476,0.05161290322580645,3.2981491274457957
154,soft cheese,frankfurter,0.002308876346844536,0.06122448979591837,3.7289540816326534
155,liquor,root vegetables,0.002308876346844536,0.08737864077669903,3.5852835973428716
156,liquor,chicken,0.002308876346844536,0.08737864077669903,3.702195018995357
157,liquor,tropical fruit,0.002308876346844536,0.08737864077669903,3.511360224201782
158,waffles,chicken,0.0030785017957927143,0.35294117647058826,3.509603841536615
159,waffles,pastry,0.004361210877373012,0.06319702602230483,3.0041708223773687
160,soups,root vegetables,0.002052334530528476,0.16666666666666666,6.83859649122807
161,shopping bags,chicken,0.002565418163160595,0.3125,3.1074617346938775
162,zwieback,soda,0.002052334530528476,0.13333333333333333,3.9674300254452928
163,soups,whole milk,0.002052334530528476,0.16666666666666666,3.3316239316239313
164,oil,citrus fruit,0.0033350436121087736,0.059907834101382486,3.1556856395566073
165,specialty chocolate,citrus fruit,0.0033350436121087736,0.05701754385964912,3.00343764817449
166,cream cheese,specialty bar,0.002052334530528476,0.2424242424242424,4.60960827790096
167,domestic eggs,oil,0.002308876346844536,0.18,3.233364055299539
168,grapes,frankfurter,0.002565418163160595,0.43478260869565216,3.161907852044127
169,misc. beverages,frankfurter,0.002052334530528476,0.5333333333333333,3.878606965174129
170,meat,fruit/vegetable juice,0.002308876346844536,0.45,3.6018480492813145
171,pork,oil,0.002308876346844536,0.20454545454545459,3.6742773355676586
172,salt,chocolate,0.002565418163160595,0.26315789473684215,3.0438856785881625
173,red/blush wine,cream cheese,0.0028219599794766545,0.07096774193548387,5.029677419354839
174,salt,curd,0.002052334530528476,0.08988764044943819,3.5038202247191004
175,specialty chocolate,citrus fruit,0.002308876346844536,0.6000000000000001,3.234854771784233
176,pot plants,citrus fruit,0.002308876346844536,0.07758620689655173,3.217351430667645
177,white wine,citrus fruit,0.0033350436121087736,0.0755813953488372,3.1342157347847595
178,salt,frankfurter,0.002308876346844536,0.10112359550561797,3.3981015110422317
179,pickled vegetables,citrus fruit,0.0028219599794766545,0.08461538461538462,3.1116110304789553
180,pot plants,citrus fruit,0.002565418163160595,0.08620689655172414,3.1701366297983085
181,seasonal products,citrus fruit,0.002308876346844536,0.08910891089108912,3.2768541005043903
182,light bulbs,soda,0.002308876346844536,0.32142857142857145,4.9327896512935885
183,long life bakery product,meat,0.0030785017957927143,0.22222222222222224,3.492831541218638
184,onions,misc. beverages,0.002565418163160595,0.17857142857142858,3.0263975155279503
185,mustard,pastry,0.002052334530528476,0.5333333333333333,3.0042389210019267
186,citrus fruit,specialty chocolate,0.002565418163160595,0.18867924528301885,3.2257530619000327
187,oil,waffles,0.0028219599794766545,0.05069124423963133,3.528472679394338
188,pet care,pastry,0.0028219599794766545,0.12941176470588234,3.47894523326572
189,specialty bar,specialty chocolate,0.0028219599794766545,0.053658536585365846,3.4288684526189517
190,ham,cream cheese,0.002052334530528476,0.2857142857142857,3.22815734989648
191,cream cheese,misc. beverages,0.0028219599794766545,0.2037037037037037,3.452334943639291
192,onions,cream cheese,0.002565418163160595,0.27777777777777773,3.1384863123993556
193,curd cheese,coffee,0.002052334530528476,0.17391304347826086,4.059359541785994
194,semi-finished bread,frankfurter,0.002052334530528476,0.4210526315789474,3.0620581304006285
195,turkey,tropical fruit,0.002052334530528476,0.10256410256410255,3.147991116495053
196,condensed milk,pip fruit,0.0030785017957927143,0.12903225806451613,3.066876475216365
197,condensed milk,waffles,0.002565418163160595,0.10752688172043011,4.321028710785944
198,condensed milk,whipped/sour cream,0.0030785017957927143,0.12903225806451613,3.3089983022071308
199,condensed milk,soda,0.002308876346844536,0.09677419354838711,3.970797962648557
200,frankfurter,cream cheese,0.002565418163160595,0.27777777777777773,3.1384863123993556
201,hamburger meat,cream cheese,0.002052334530528476,0.36363636363636365,4.108563899868248
202,cream cheese,sausage,0.002308876346844536,0.6923076923076924,3.3606667305297444
203,cream cheese,onions,0.002052334530528476,0.26666666666666666,3.4998877665544335
204,red/blush wine,cream cheese,0.0030785017957927143,0.07741935483870968,3.143548387096774
205,packaged fruit/vegetables,frankfurter,0.002052334530528476,0.06451612903225806,3.2660242982823626
206,processed cheese,frankfurter,0.002308876346844536,0.060000000000000005,3.0374025974025973
207,house keeping products,soda,0.002052334530528476,0.17777777777777776,4.124867724867724
208,house keeping products,whole milk,0.002565418163160595,0.2222222222222222,3.4928315412186377
209,turkey,root vegetables,0.002308876346844536,0.11538461538461539,3.844181459566075
210,zwieback,soda,0.002308876346844536,0.15000000000000002,3.480357142857143
211,turkey,tropical fruit,0.002308876346844536,0.11538461538461539,3.1673889490790903
212,curd cheese,whipped/sour cream,0.002308876346844536,0.1956521739130435,3.3449656750572085
213,dental care,sausage,0.002052334530528476,0.2424242424242424,3.2141826427540714
214,onions,dessert,0.002052334530528476,0.27586206896551724,3.1908318837613834
215,red/blush wine,pastry,0.0035915854284248334,0.0903225806451613,4.822978347326558
216,specialty cheese,dessert,0.002052334530528476,0.11267605633802817,3.182690344968361
217,detergent,ham,0.002052334530528476,0.06299212598425195,4.30777731730902
218,detergent,newspapers,0.0035915854284248334,0.11023622047244094,3.4935023365981692
219,detergent,whipped/sour cream,0.0028219599794766545,0.08661417322834644,3.1261300670749486
220,detergent,sliced cheese,0.002565418163160595,0.07874015748031496,3.5689434169566012
221,detergent,soft cheese,0.002052334530528476,0.06299212598425195,3.410323709536307
222,detergent,white wine,0.002052334530528476,0.06299212598425195,3.6109309865678547
223,detergent,whole milk,0.002308876346844536,0.07086614173228346,3.634687111479486
224,dish cleaner,root vegetables,0.002565418163160595,0.136986301369863,3.0688080617225633
225,dishes,soda,0.002052334530528476,0.06015037593984962,3.0850811238622873
226,dishes,whole milk,0.002308876346844536,0.06766917293233084,4.058068247541932
227,hamburger meat,oil,0.002052334530528476,0.2105263157894737,3.781712345379578
228,long life bakery product,meat,0.002052334530528476,0.19999999999999998,3.1435483870967738
229,white bread,meat,0.0030785017957927143,0.22641509433962265,3.5587340231284235
230,meat spreads,whole milk,0.0033350436121087736,0.37142857142857144,5.284045881126173
231,oil,pork,0.0038481272447408927,0.06912442396313363,3.499311748159674
232,onions,waffles,0.002565418163160595,0.2272727272727273,3.2933423453869555
233,soups,soda,0.002052334530528476,0.16666666666666666,3.7552986512524082
234,soups,domestic eggs,0.002052334530528476,0.16666666666666666,3.844181459566075
235,finished products,white bread,0.002308876346844536,0.14062500000000003,3.860255281690142
236,flower (seeds),soda,0.0028219599794766545,0.16417910447761191,3.298815202338821
237,instant coffee,frankfurter,0.002308876346844536,0.15254237288135594,3.625671765192229
238,frankfurter,misc. beverages,0.002052334530528476,0.19047619047619047,3.22815734989648
239,frankfurter,pastry,0.002052334530528476,0.5714285714285714,3.218827415359207
240,frozen fish,tropical fruit,0.0028219599794766545,0.1089108910891089,3.290966305932918
241,meat,frozen meals,0.002052334530528476,0.2105263157894737,3.3495166487647694
242,margarine,specialty chocolate,0.002052334530528476,0.3076923076923077,5.260458839406208
243,specialty bar,frozen meals,0.0028219599794766545,0.053658536585365846,3.373564122738001
244,frozen potato products,long life bakery product,0.002308876346844536,0.125,4.553738317757009
245,frozen vegetables,sugar,0.0030785017957927143,0.2,3.033463035019455
246,house keeping products,whole milk,0.002308876346844536,0.2,3.6260465116279073
247,frozen vegetables,pork,0.002308876346844536,0.40909090909090917,3.090380549682876
248,rice,frozen vegetables,0.002308876346844536,0.1836734693877551,4.022242604907132
249,ham,sugar,0.002308876346844536,0.23076923076923078,3.500149655791679
250,hamburger meat,fruit/vegetable juice,0.002308876346844536,0.40909090909090917,3.274407317528468
251,hard cheese,newspapers,0.0028219599794766545,0.052884615384615384,3.171449704142012
252,liquor,shopping bags,0.002052334530528476,0.07766990291262135,3.440423654015887
253,meat,long life bakery product,0.002052334530528476,0.2105263157894737,3.218163054695563
254,pasta,pip fruit,0.002308876346844536,0.07627118644067797,3.065000873667657
255,spices,fruit/vegetable juice,0.002052334530528476,0.2051282051282051,3.8257882468408777
256,soft cheese,grapes,0.0028219599794766545,0.07482993197278912,3.038407029478458
257,grapes,sliced cheese,0.002565418163160595,0.1724137931034483,3.327074086719017
258,hard cheese,tropical fruit,0.0028219599794766545,0.052884615384615384,3.221003605769231
259,ham,white wine,0.002052334530528476,0.15999999999999998,3.6260465116279064
260,processed cheese,pastry,0.002052334530528476,0.05333333333333333,3.712380952380952
261,white wine,pastry,0.002308876346844536,0.05232558139534884,3.642234219269103
262,pickled vegetables,ham,0.002052334530528476,0.19999999999999998,3.1562753036437243
263,ham,soda,0.004361210877373012,0.06882591093117409,3.0144202338170403
264,hamburger meat,ice cream,0.002308876346844536,0.16981132075471697,3.008747855917667
265,misc. beverages,hamburger meat,0.0033350436121087736,0.05652173913043478,3.1474534161490686
266,hamburger meat,oil,0.002308876346844536,0.17647058823529413,3.1699647600975873
267,pasta,soda,0.002565418163160595,0.0847457627118644,3.0030816640986133
268,pickled vegetables,hamburger meat,0.002308876346844536,0.06923076923076923,3.2513438368860057
269,pickled vegetables,hamburger meat,0.002565418163160595,0.25,3.1134185303514377
270,roll products,hard cheese,0.002308876346844536,0.1125,4.38525
271,hard cheese,white wine,0.0033350436121087736,0.0625,3.582720588235294
272,hard cheese,white wine,0.002052334530528476,0.17021276595744678,3.8574962889658577
273,soft cheese,hard cheese,0.002052334530528476,0.05442176870748299,3.6575181796856673
274,hard cheese,white wine,0.002052334530528476,0.13793103448275862,3.1259021651964716
275,pot plants,hygiene articles,0.002052334530528476,0.06896551724137931,3.054858934169279
276,pickled vegetables,root vegetables,0.002308876346844536,0.06923076923076923,4.352605459057072
277,ice cream,pip fruit,0.002565418163160595,0.5263157894736843,3.0850811238622877
278,ice cream,white wine,0.002052334530528476,0.1568627450980392,3.554947560419517
279,instant coffee,newspapers,0.002565418163160595,0.1694915254237288,3.286955055232313
280,instant coffee,newspapers,0.0028219599794766545,0.18644067796610167,3.9497052321296975
281,kitchen towels,other vegetables,0.002565418163160595,0.3333333333333333,3.589318600368324
282,kitchen towels,whipped/sour cream,0.002052334530528476,0.26666666666666666,3.9826309067688377
283,liquor,onions,0.002308876346844536,0.08737864077669903,3.662386470404009
284,pip fruit,meat,0.002565418163160595,0.19607843137254902,3.08191018342821
285,newspapers,specialty bar,0.002052334530528476,0.22857142857142856,4.346202090592334
286,pastry,onions,0.0033350436121087736,0.23214285714285712,3.0467772967772966
287,softener,soda,0.002052334530528476,0.1951219512195122,4.813831429453535
288,other vegetables,white bread,0.002052334530528476,0.26666666666666666,3.0042389210019267
289,meat,newspapers,0.002308876346844536,0.45,3.218532110091743
290,processed cheese,meat,0.002052334530528476,0.05333333333333333,3.523615819209039
291,processed cheese,soda,0.0030785017957927143,0.08,3.7571084337349396
292,newspapers,oil,0.002052334530528476,0.19999999999999998,3.5926267281105986
293,shopping bags,onions,0.002308876346844536,0.24324324324324326,3.192465192465193
294,red/blush wine,whipped/sour cream,0.002052334530528476,0.05161290322580645,3.5295981890209394
295,newspapers,specialty bar,0.002308876346844536,0.16363636363636366,3.111485587583149
296,seasonal products,shopping bags,0.002052334530528476,0.5714285714285714,3.3954703832752613
297,newspapers,specialty bar,0.002052334530528476,0.16666666666666666,3.16910569105691
298,soft cheese,pip fruit,0.002052334530528476,0.05442176870748299,5.174050107848017
299,spread cheese,onions,0.002565418163160595,0.10204081632653061,3.0362984888611932
300,sliced cheese,onions,0.0035915854284248334,0.06930693069306931,4.093309330933093
301,spread cheese,whole milk,0.0030785017957927143,0.12244897959183675,3.079394338380514
302,spread cheese,sugar,0.0030785017957927143,0.12244897959183675,4.186895810955962
303,packaged fruit/vegetables,root vegetables,0.002308876346844536,0.8181818181818183,3.5475781170998086
304,pet care,pastry,0.002565418163160595,0.5555555555555555,3.1294155427103396
305,pastry,pip fruit,0.0028219599794766545,0.5238095238095237,3.0703902613677045
306,pickled vegetables,whole milk,0.002308876346844536,0.06923076923076923,3.5046953046953044
307,pot plants,pip fruit,0.0038481272447408927,0.12931034482758622,3.073486122792263
308,white bread,whipped/sour cream,0.002052334530528476,0.5,3.2321724709784414
309,snack products,soda,0.002565418163160595,0.37037037037037035,3.091442620350543
310,sweet spreads,root vegetables,0.002052334530528476,0.7272727272727273,3.1534027707553847
311,rum,soda,0.002052334530528476,0.25,3.0548589341692787
312,white wine,tropical fruit,0.002308876346844536,0.05232558139534884,3.1869549418604652
313,zwieback,whole milk,0.002052334530528476,0.13333333333333333,3.937373737373737
314,sliced cheese,white bread,0.0035915854284248334,0.06930693069306931,3.0699819981998204
315,waffles,yogurt,0.0035915854284248334,0.9333333333333333,3.2983983076458148
316,beef,soda,0.002052334530528476,0.1951219512195122,3.2228193468375363
317,beef,whole milk,0.0028219599794766545,0.2682926829268293,3.084970141736816
318,bottled beer,chocolate,0.002052334530528476,0.13793103448275862,5.781238413051539
319,bottled beer,whole milk,0.002565418163160595,0.1724137931034483,3.5939516872579755
320,bottled beer,other vegetables,0.0028219599794766545,0.1896551724137931,3.8503951149425286
321,bottled beer,coffee,0.002052334530528476,0.13793103448275862,3.219492050381995
322,bottled beer,whole milk,0.002565418163160595,0.1724137931034483,3.125902165196472
323,bottled beer,domestic eggs,0.002565418163160595,0.1724137931034483,3.1701366297983085
324,bottled beer,tropical fruit,0.002052334530528476,0.13793103448275862,3.733716475095785
325,bottled beer,tropical fruit,0.002308876346844536,0.15517241379310345,3.5580121703853957
326,bottled beer,tropical fruit,0.0028219599794766545,0.1896551724137931,3.3003386699507384
327,bottled water,brown bread,0.002308876346844536,0.10843373493975904,3.0852167795268666
328,whole milk,bottled water,0.002052334530528476,0.05063291139240506,3.289451476793249
329,brown bread,curd,0.002052334530528476,0.16666666666666666,3.232172470978441
330,brown bread,whole milk,0.002565418163160595,0.20833333333333331,3.2745295698924726
331,brown bread,domestic eggs,0.002052334530528476,0.16666666666666666,3.064465408805031
332,pork,brown bread,0.002052334530528476,0.19047619047619047,3.186593092172491
333,pastry,soda,0.002052334530528476,0.14285714285714285,3.0263975155279503
334,brown bread,root vegetables,0.002308876346844536,0.1875,3.3373287671232874
335,citrus fruit,soda,0.002052334530528476,0.1568627450980392,3.534398730590502
336,UHT-milk,candy,0.002052334530528476,0.06611570247933884,3.3470001073306856
337,canned beer,frozen vegetables,0.002052334530528476,0.13793103448275862,3.0205346764819834
338,canned beer,salty snack,0.002308876346844536,0.15517241379310345,5.305807622504537
339,UHT-milk,whole milk,0.002565418163160595,0.6666666666666666,3.483467381590706
340,chicken,soda,0.002052334530528476,0.1951219512195122,3.018195896244677
341,citrus fruit,other vegetables,0.002052334530528476,0.1568627450980392,4.076339869281046
342,UHT-milk,citrus fruit,0.002052334530528476,0.22857142857142856,5.823342670401494
343,UHT-milk,curd,0.002308876346844536,0.2571428571428572,5.14021978021978
344,UHT-milk,whole milk,0.002308876346844536,0.2571428571428572,4.124867724867725
345,UHT-milk,other vegetables,0.002565418163160595,0.28571428571428575,3.076558800315707
346,citrus fruit,frozen vegetables,0.002052334530528476,0.1568627450980392,3.4351178673716674
347,citrus fruit,soda,0.0028219599794766545,0.2156862745098039,3.336290071584189
348,citrus fruit,shopping bags,0.0028219599794766545,0.2156862745098039,3.928715411398204
349,UHT-milk,domestic eggs,0.0028219599794766545,0.21999999999999997,4.045094339622641
350,UHT-milk,root vegetables,0.0030785017957927143,0.09917355371900827,3.5143501126972203
351,pastry,soda,0.002308876346844536,0.16071428571428573,3.7289540816326534
352,frankfurter,UHT-milk,0.002308876346844536,0.2571428571428572,3.2756302521008407
353,UHT-milk,frankfurter,0.002308876346844536,0.17647058823529413,3.1994528043775654
354,UHT-milk,other vegetables,0.002052334530528476,0.1568627450980392,3.135646053293112
355,pastry,domestic eggs,0.002565418163160595,0.17857142857142858,3.283355795148248
356,UHT-milk,domestic eggs,0.004104669061056952,0.1758241758241758,3.2328426290690437
357,frankfurter,other vegetables,0.0030785017957927143,0.20338983050847456,4.065710560625814
358,frankfurter,margarine,0.002308876346844536,0.15254237288135594,3.3977723970944314
